intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,scientific_name,Unnamed: 0_x,USDA_id,usda_common_name,Unnamed: 0_y,trnL_id,trnl_common_name,Unnamed: 0,foodb_id,foodb_common_name
2000,0.0008257638315441,0.0158730158730158,0.0008257638315441,0.2267717355457969,6532.5,6532.5,5416.5,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.crop-plant-entrez.ref.100.sig.zip,"NC_072537.1 Smallanthus sonchifolius chloroplast, complete genome",808b4b6a57209ba55447426f6672c630,0.0158730158730158,2000,0,10000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,8592ab00,2422000,31,DNA,1000,2422,True,0.7953233576379286,0.8748966557597297,0.8351100066988292,0.8748966557597297,True,13065,13065,57613,Smallanthus sonchifolius,,,,,,,,,
1000,0.000412881915772,0.0078125,0.000412881915772,3.471438737784875e-05,2.0,2.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.crop-plant-entrez.ref.100.sig.zip,"NC_068855.1 Antidesma bunius chloroplast, complete genome",40c5b6b103b237d61f16fe292ecb4075,0.0078125,1000,1,9000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,8592ab00,2422000,31,DNA,1000,2422,True,0.777737594113936,0.8551168905573541,0.816427242335645,0.8551168905573541,True,2,13067,57613,Antidesma bunius,1814.0,ANBU3,bignay,102.0,287979.0,bignay,,,
1000,0.000412881915772,0.0089285714285714,0.000412881915772,0.0021696492111155,125.0,125.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.crop-plant-entrez.ref.100.sig.zip,"NC_067044.1 Phleum pratense voucher Ph_p_1 chloroplast, complete genome",0225fd4c25f68e72b3ac0aa8d9658763,0.0089285714285714,1000,2,8000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,8592ab00,2422000,31,DNA,1000,2422,True,0.777737594113936,0.8588082204454544,0.8182729072796951,0.8588082204454544,True,125,13192,57613,Phleum pratense,31183.0,PHPR3,timothy,154.0,15957.0,timothy grass,,,
1000,0.000412881915772,0.0085470085470085,0.000412881915772,0.0029854373144949,172.0,172.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.crop-plant-entrez.ref.100.sig.zip,"NC_065148.1 Cucurbita argyrosperma chloroplast, complete genome",a5afb40825e6c667bbc01dae466b871a,0.0085470085470085,1000,3,7000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,8592ab00,2422000,31,DNA,1000,2422,True,0.777737594113936,0.8575991206515995,0.8176683573827677,0.8575991206515995,True,172,13364,57613,Cucurbita argyrosperma,,,,,,,,,
2000,0.0008257638315441,0.0079365079365079,0.000412881915772,1.7357193688924376e-05,1.0,1.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.crop-plant-entrez.ref.100.sig.zip,"NC_061691.1 Camellia sinensis var. pubilimba chloroplast, complete genome",5e87aacd93d96988c7354574dd4a28ce,0.0158730158730158,1000,4,6000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,8592ab00,2422000,31,DNA,1000,2422,True,0.7953233576379286,0.8748966557597297,0.8351100066988292,0.8748966557597297,True,1,13365,57613,Camellia sinensis,7997.0,CASI16,tea,,,,23.0,38.0,Tea
1000,0.000412881915772,0.0071428571428571,0.000412881915772,0.3669484317775502,21141.0,21141.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.crop-plant-entrez.ref.100.sig.zip,"NC_058926.1 Ensete ventricosum chloroplast, complete genome",2c51800e700a89cdea356c5f21eeed23,0.0071428571428571,1000,5,5000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,8592ab00,2422000,31,DNA,1000,2422,True,0.777737594113936,0.8526485608465693,0.8151930774802526,0.8526485608465693,True,21141,34506,57613,Ensete ventricosum,15047.0,ENVE2,Abyssinian banana,,,,,,
1000,0.000412881915772,0.0086206896551724,0.000412881915772,0.1174387724992623,6766.0,6766.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.crop-plant-entrez.ref.100.sig.zip,"NC_058583.1 Cucurbita ficifolia chloroplast, complete genome",cf04d20d9d40eabf7a0590795f18ac88,0.0086206896551724,1000,6,4000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,8592ab00,2422000,31,DNA,1000,2422,True,0.777737594113936,0.8578366184033578,0.8177871062586468,0.8578366184033578,True,6766,41272,57613,Cucurbita ficifolia,11799.0,CUFI2,figleaf gourd,379.0,37645.0,figleaf gourd,,,
2000,0.0008257638315441,0.008,0.000412881915772,8.678596844462188e-05,5.0,5.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.crop-plant-entrez.ref.100.sig.zip,"NC_058006.1 Plukenetia volubilis chloroplast, complete genome",eda26603627535b4fb725b693aa0e58d,0.016,1000,7,3000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,8592ab00,2422000,31,DNA,1000,2422,True,0.7953233576379286,0.8751215661146373,0.8352224618762829,0.8751215661146373,True,5,41277,57613,Plukenetia volubilis,,,,,,,,,
2000,0.0008257638315441,0.0085470085470085,0.000412881915772,0.002968080120806,171.0,171.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.crop-plant-entrez.ref.100.sig.zip,"NC_039628.1 Hodgsonia macrocarpa chloroplast, complete genome",fef9a80cb6754f29ec097ae918cc1623,0.017094017094017,1000,8,2000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,8592ab00,2422000,31,DNA,1000,2422,True,0.7953233576379286,0.8769906679399175,0.8361570127889231,0.8769906679399175,True,171,41448,57613,Hodgsonia macrocarpa,,,,,,,,,
2000,0.0008257638315441,0.0072463768115942,0.000412881915772,5.207158106677312e-05,3.0,3.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.crop-plant-entrez.ref.100.sig.zip,"NC_022432.1 Asclepias syriaca chloroplast, complete genome",2905c454533135d0781d2e33d0175737,0.0144927536231884,1000,9,1000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,8592ab00,2422000,31,DNA,1000,2422,True,0.7953233576379286,0.8723329707276818,0.8338281641828051,0.8723329707276818,True,3,41451,57613,Asclepias syriaca,4194.0,ASSY,common milkweed,,,,,,
